Age,POINT_X,POINT_Y
all,-120.0809741,33.98220454
all,-120.0809919,33.98217897
all,-120.0809299,33.98212105
all,-120.0809272,33.98210982
all,-120.080743,33.98199608
all,-120.0806994,33.98202416
all,-120.0807471,33.98203908
all,-120.0800914,33.98176934
all,-120.0800889,33.9817623
all,-120.0798007,33.98059766
all,-120.0798421,33.98054136
all,-120.0799494,33.98038031
all,-120.0799564,33.98033971
all,-120.0799557,33.98032533
all,-120.0799681,33.98025133
all,-120.0798641,33.98015992
all,-120.0798484,33.98013185
all,-120.0797944,33.98014824
all,-120.0798904,33.98005756
all,-120.0800532,33.98016734
all,-120.0800781,33.98016748
all,-120.0801221,33.98019088
all,-120.0810219,33.98101659
all,-120.0810027,33.98104734
all,-120.0810172,33.98120041
all,-120.0811068,33.98126715
all,-120.0811276,33.98129463
all,-120.0814555,33.9819188
all,-120.0814854,33.9819277
all,-120.0815007,33.98193408
all,-120.0717941,33.98737312
all,-120.071807,33.98738749
all,-120.0718109,33.98736937
all,-120.0718211,33.98735249
all,-120.0718408,33.98736797
all,-120.0718493,33.98737775
all,-120.0723922,33.98687013
all,-120.0723797,33.98684808
all,-120.0724832,33.98667803
all,-120.0724936,33.98669417
all,-120.0725827,33.98702118
all,-120.0725626,33.98705201
all,-120.071829,33.98752841
all,-120.0718332,33.98752806
all,-120.0718121,33.98754845
all,-120.071777,33.98754806
all,-120.069586,33.98162319
all,-120.0695134,33.98169142
all,-120.069499,33.98171803
all,-120.0694744,33.98175431
all,-120.0696699,33.98162988
all,-120.0696996,33.9815806
all,-120.0696889,33.98158261
all,-120.0697011,33.98163828
all,-120.0696532,33.98167203
all,-120.0696428,33.98166344
all,-120.0696498,33.98168239
all,-120.0756045,33.98200878
all,-120.0755799,33.98198738
all,-120.0755829,33.98197647
all,-120.0755701,33.98200123
all,-120.0756007,33.9819285
all,-120.0754372,33.98195061
all,-120.0754117,33.98205429
all,-120.0752355,33.98209151
all,-120.0754843,33.98207534
all,-120.0754372,33.98210814
all,-120.0753794,33.98229767
all,-120.0781413,33.97897423
all,-120.0781155,33.97898617
all,-120.0781988,33.97898829
all,-120.0781584,33.97905116
all,-120.0781488,33.97906246
all,-120.0781422,33.97905762
all,-120.0781684,33.97907113
all,-120.0783324,33.97918566
all,-120.0783489,33.97915879
all,-120.0783432,33.97916155
all,-120.0786642,33.97925662
all,-120.0786452,33.9792296
all,-120.0891166,33.97667717
all,-120.0891127,33.97674136
all,-120.0890917,33.97675155
all,-120.0890794,33.97676035
all,-120.0891682,33.97676916
all,-120.0891883,33.97675355
all,-120.0895642,33.97692065
all,-120.089529,33.97692621
all,-120.0891358,33.97668238
all,-120.0891132,33.97674115
all,-120.0890929,33.97674864
all,-120.0890838,33.97675445
all,-120.0891928,33.97674723
all,-120.0891655,33.97676851
all,-120.0894718,33.97778281
all,-120.0894869,33.97776589
all,-120.0893357,33.97813369
all,-120.0893566,33.97811137
all,-120.0893615,33.9781076
all,-120.0890053,33.9788274
all,-120.0890244,33.97883444
all,-120.0890376,33.97885481
all,-120.0890237,33.9788551
all,-120.0890212,33.9788771
all,-120.088994,33.9788911
all,-120.0889604,33.97888249
all,-120.0888955,33.97844848
all,-120.088861,33.97843957
all,-120.0882585,33.97787251
all,-120.0882309,33.97789731
all,-120.0877833,33.97820784
all,-120.0877505,33.97818912
all,-120.0876792,33.9770525
all,-120.0876512,33.97703843
all,-120.0765989,33.97918185
all,-120.0752924,33.9792839
all,-120.0752709,33.97938885
all,-120.0752694,33.97939459
all,-120.0752981,33.97928548
all,-120.0775358,33.9791505
all,-120.0776359,33.97913935
all,-120.0775795,33.979196
all,-120.0775253,33.97923494
all,-120.0774983,33.97926213
all,-120.0777757,33.9793151
all,-120.0777744,33.9793397
all,-120.0778228,33.97939128
all,-120.0778038,33.97944047
all,-120.0778273,33.97943168
all,-120.077861,33.9794028
all,-120.077859,33.97938784
all,-120.0777545,33.97941863
all,-120.0777666,33.97944367
all,-120.0777782,33.97947481
all,-120.0777508,33.97971221
all,-120.077664,33.97952155
all,-120.077644,33.97955669
all,-120.0775712,33.97953057
all,-120.0775492,33.97953045
all,-120.077551,33.97971435
all,-120.0774285,33.9799081
all,-120.0774328,33.97989248
all,-120.0773872,33.9796725
all,-120.0773987,33.9796213
all,-120.0773866,33.97951008
all,-120.0771968,33.97963647
all,-120.0773066,33.97972252
all,-120.0770634,33.97951406
all,-120.077302,33.9794164
all,-120.0774893,33.97926484
all,-120.0775111,33.97924751
all,-120.0775356,33.97916256
all,-120.0776304,33.97913886
all,-120.1179649,33.94358805
all,-120.1086363,33.94649084
all,-120.1087527,33.94606292
all,-120.1165772,33.94454633
all,-120.1165623,33.94457586
all,-120.1179514,33.94356965
all,-120.0609751,33.97982962
all,-120.0609414,33.97984693
all,-120.0609493,33.97987794
all,-120.0608606,33.97995849
all,-120.0608506,33.97993703
all,-120.0608248,33.97992034
all,-120.0608105,33.9799126
all,-120.0607605,33.9799985
all,-120.0607322,33.97998062
all,-120.0606432,33.98001112
all,-120.0606329,33.98002162
all,-120.0605988,33.98000141
all,-120.084271,33.97772548
all,-120.0842824,33.9777083
all,-120.0841329,33.97704852
all,-120.0841226,33.97707811
all,-120.0841043,33.97708194
all,-120.084087,33.97704951
all,-120.0844535,33.97701585
all,-120.0843472,33.97722393
all,-120.0844385,33.97695575
all,-120.0844615,33.9769729
all,-120.085005,33.9771576
all,-120.0849751,33.97709179
all,-120.0849682,33.97706603
all,-120.0849006,33.97704795
all,-120.0849247,33.97706416
all,-120.0846612,33.97699852
all,-120.084644,33.97696227
all,-120.0846383,33.97698136
all,-120.0845902,33.9769604
all,-120.0845512,33.97697665
all,-120.0845822,33.97700716
all,-120.0841013,33.97698149
all,-120.0840799,33.97699618
all,-120.072482,33.98663991
all,-120.1168593,33.9447209
all,-120.1168462,33.9447606
all,-120.0735003,33.98223623
all,-120.07353,33.98223694
all,-120.0733498,33.98252112
all,-120.073285,33.98240013
all,-120.0733101,33.98239847
all,-120.0733025,33.98240055
all,-120.0732991,33.982423
all,-120.073292,33.98243185
all,-120.0733463,33.98244666
all,-120.0733357,33.98245993
all,-120.0733358,33.98245768
all,-120.0733423,33.9824646
all,-120.0733128,33.98245713
all,-120.0733326,33.98249141
all,-120.07332,33.98248435
all,-120.0732488,33.98248941
all,-120.0732428,33.98250505
all,-120.0732282,33.98249794
all,-120.0732066,33.98249742
all,-120.0732073,33.98253575
all,-120.0731826,33.98250587
all,-120.07319,33.98252633
all,-120.0731769,33.98263194
all,-120.0731798,33.98250806
all,-120.0731706,33.98261827
all,-120.0731358,33.98260842
all,-120.073195,33.982558
all,-120.0731832,33.9825487
all,-120.073177,33.98255081
all,-120.0730528,33.98256363
all,-120.0731163,33.9826057
all,-120.0730378,33.98256553
all,-120.0729512,33.98252966
all,-120.0729697,33.98256165
all,-120.0728786,33.9824761
all,-120.0728973,33.98246302
all,-120.0729988,33.98246093
all,-120.0730108,33.98246798
all,-120.0730015,33.98246325
all,-120.0730298,33.98246392
all,-120.0729608,33.98246454
all,-120.0727391,33.98273871
all,-120.07298,33.9825957
all,-120.0730189,33.98270255
all,-120.0730299,33.98268027
all,-120.0730158,33.9826574
all,-120.0730359,33.98266239
all,-120.072982,33.98265434
all,-120.0729659,33.98265171
all,-120.0729377,33.98282456
all,-120.0728695,33.982859
all,-120.0729508,33.98285418
all,-120.0728435,33.98284937
all,-120.0728401,33.98280872
all,-120.0728272,33.98279039
all,-120.072852,33.98279774
all,-120.0728627,33.9828025
all,-120.0727365,33.98273414
all,-120.0727468,33.98812958
all,-120.0727699,33.98812787
all,-120.0728016,33.9881106
all,-120.0727924,33.98808333
all,-120.072802,33.98809934
all,-120.1169002,33.94469396
all,-120.1168598,33.94475161
all,-120.1168612,33.94472911
all,-120.1168891,33.94470497
all,-120.1167619,33.94476735
all,-120.1168754,33.94478804
all,-120.116871,33.9447992
all,-120.1167595,33.94477631
all,-120.1167258,33.94445324
all,-120.1168025,33.94446631
all,-120.1167661,33.94446095
all,-120.1167679,33.94447
all,-120.1169304,33.94440169
all,-120.1169142,33.94442159
all,-120.1165364,33.94457726
all,-120.1180933,33.94319617
all,-120.118066,33.9433037
all,-120.1188478,33.943473
all,-120.118952,33.94361066
all,-120.1169514,33.9443188
all,-120.1166521,33.94437489
all,-120.1177978,33.94436871
all,-120.1168197,33.94441713
all,-120.1168865,33.94445926
all,-120.1178739,33.94448914
all,-120.116887,33.94452463
all,-120.1164896,33.94458293
all,-120.1189493,33.94456988
all,-120.1167913,33.94463776
all,-120.1170677,33.94483987
all,-120.1227676,33.94593781
all,-120.109792,33.94694086
all,-120.1316399,33.94772835
all,-120.1321681,33.94776851
all,-120.1355862,33.95144375
all,-120.0871034,33.96875716
all,-120.0952173,33.97298658
all,-120.0700588,33.97480013
all,-120.0700529,33.97486934
all,-120.0879964,33.97643678
all,-120.0873938,33.97673938
all,-120.0829914,33.97690642
all,-120.0874745,33.97683792
all,-120.0875177,33.97689346
all,-120.0894703,33.97685988
all,-120.0842257,33.97695258
all,-120.0893336,33.97687063
all,-120.0841685,33.97709433
all,-120.0894696,33.97702679
all,-120.0897742,33.97709183
all,-120.0875872,33.97714146
all,-120.0892332,33.97713935
all,-120.0875934,33.97718756
all,-120.0875284,33.97727303
all,-120.0875711,33.97737258
all,-120.087488,33.9773779
all,-120.0875248,33.97741149
all,-120.0879625,33.97740406
all,-120.0877466,33.97744009
all,-120.0874655,33.97747216
all,-120.087468,33.97751472
all,-120.0843592,33.97760817
all,-120.0842514,33.97765745
all,-120.0894938,33.97762429
all,-120.0898339,33.97763337
all,-120.0843253,33.97774935
all,-120.0843813,33.97775293
all,-120.0893748,33.97769464
all,-120.0876011,33.97781652
all,-120.0876162,33.97798653
all,-120.0898532,33.9779543
all,-120.0885986,33.97803058
all,-120.0896168,33.97806948
all,-120.0891577,33.97816367
all,-120.0876625,33.97818999
all,-120.0893669,33.97816096
all,-120.0894467,33.97819592
all,-120.0876114,33.97823238
all,-120.0894306,33.97825453
all,-120.0774187,33.97847909
all,-120.087595,33.97831656
all,-120.0776475,33.97852077
all,-120.0881643,33.97834394
all,-120.0880151,33.97844185
all,-120.0887996,33.97845719
all,-120.0594077,33.97902006
all,-120.0595748,33.97905786
all,-120.0593854,33.97907812
all,-120.0875654,33.9785985
all,-120.0593452,33.97910646
all,-120.0784535,33.97882715
all,-120.0783843,33.97883028
all,-120.0597381,33.97916768
all,-120.0765175,33.97888314
all,-120.0768767,33.97887975
all,-120.0775398,33.97887127
all,-120.0589811,33.97919241
all,-120.0893265,33.97868305
all,-120.0775603,33.97890653
all,-120.0892822,33.97870731
all,-120.0600094,33.97922375
all,-120.076872,33.97894372
all,-120.076776,33.97894909
all,-120.0769554,33.97896273
all,-120.0890234,33.97875539
all,-120.0777765,33.97895128
all,-120.0777372,33.97898403
all,-120.087967,33.97880969
all,-120.0766838,33.9790184
all,-120.0767604,33.97902544
all,-120.0780673,33.97900592
all,-120.0781421,33.97901583
all,-120.0782507,33.97902175
all,-120.076662,33.97905748
all,-120.0888338,33.97886896
all,-120.076672,33.97909518
all,-120.076558,33.97910695
all,-120.0780495,33.979088
all,-120.0784642,33.97911528
all,-120.0788987,33.97911371
all,-120.0780258,33.97913061
all,-120.0758259,33.97917417
all,-120.0788414,33.97913691
all,-120.0784042,33.97914794
all,-120.0779741,33.97915723
all,-120.0764923,33.97918468
all,-120.0777501,33.97927027
all,-120.0756568,33.97938918
all,-120.0609989,33.97979051
all,-120.0610716,33.97981929
all,-120.0777978,33.97956339
all,-120.0610104,33.97986741
all,-120.0786686,33.97957208
all,-120.0610729,33.97991848
all,-120.0609678,33.97994752
all,-120.0777982,33.97966431
all,-120.0606648,33.97996733
all,-120.0606956,33.98001314
all,-120.0609685,33.98004444
all,-120.0608932,33.98004941
all,-120.0609308,33.98013594
all,-120.0608775,33.9801527
all,-120.0756257,33.98034187
all,-120.0755359,33.98043042
all,-120.080871,33.98046564
all,-120.0796497,33.98083244
all,-120.0797008,33.98085629
all,-120.0796219,33.98093092
all,-120.0795185,33.98099864
all,-120.0755767,33.98119878
all,-120.0758538,33.98144967
all,-120.0697632,33.98155683
all,-120.0695139,33.98164403
all,-120.0695824,33.98168335
all,-120.0752361,33.98160529
all,-120.0751842,33.98161459
all,-120.0758447,33.98161447
all,-120.079168,33.98156335
all,-120.0757383,33.98162732
all,-120.0791313,33.98158628
all,-120.0755462,33.98168837
all,-120.0766842,33.98173103
all,-120.079002,33.98170921
all,-120.0757488,33.98176922
all,-120.0756596,33.98180159
all,-120.0757103,33.98181733
all,-120.0770732,33.98188819
all,-120.0757847,33.98191146
all,-120.0736902,33.98204243
all,-120.08005,33.98197838
all,-120.0787404,33.98201009
all,-120.0815364,33.98196332
all,-120.0736681,33.98211402
all,-120.0803989,33.98203641
all,-120.0735842,33.98221344
all,-120.07321,33.98223834
all,-120.0805734,33.98211587
all,-120.0789072,33.98219225
all,-120.0728585,33.98231336
all,-120.0734406,33.98232045
all,-120.0733856,33.98234618
all,-120.0810076,33.98224678
all,-120.0733915,33.98238914
all,-120.0728261,33.9824095
all,-120.072929,33.98242772
all,-120.0789158,33.98233732
all,-120.0788149,33.98238699
all,-120.0735541,33.98249893
all,-120.0731393,33.98252512
all,-120.0730338,33.98252712
all,-120.0727502,33.98255192
all,-120.0735038,33.98254731
all,-120.0733908,33.98258745
all,-120.0732224,33.98260823
all,-120.0730571,33.98261557
all,-120.0728206,33.98264825
all,-120.073295,33.98264151
all,-120.0727378,33.98273642
all,-120.0729507,33.98273924
all,-120.0728956,33.98274919
all,-120.0798407,33.98279532
all,-120.072895,33.98292496
all,-120.0797594,33.98282531
all,-120.0728182,33.98297497
all,-120.0786935,33.98294271
all,-120.0799974,33.982922
all,-120.075079,33.98301021
all,-120.0785386,33.98298059
all,-120.0750382,33.9830545
all,-120.0784606,33.983086
all,-120.0749701,33.98317464
all,-120.0725668,33.98326421
all,-120.0726333,33.98335819
all,-120.0725241,33.98344349
all,-120.0725774,33.98344926
all,-120.0723145,33.9835602
all,-120.0722192,33.98358046
all,-120.072301,33.98361847
all,-120.0721517,33.98363295
all,-120.0720978,33.98366772
all,-120.0722173,33.98367507
all,-120.0722009,33.98375806
all,-120.0581239,33.98407579
all,-120.0721118,33.9838506
all,-120.0718627,33.98385594
all,-120.072197,33.98385037
all,-120.0718826,33.98388796
all,-120.0721967,33.98388868
all,-120.0720099,33.98390226
all,-120.0721282,33.98392536
all,-120.0717424,33.98397252
all,-120.0715905,33.98400271
all,-120.0715797,33.98404301
all,-120.0712486,33.98409372
all,-120.07095,33.98416324
all,-120.0711288,33.98446948
all,-120.0711824,33.98448428
all,-120.0710049,33.98451386
all,-120.071106,33.9846019
all,-120.0706904,33.98476779
all,-120.070673,33.98484175
all,-120.0712514,33.98635418
all,-120.0712178,33.98644803
all,-120.0711757,33.98651239
all,-120.0712038,33.98657841
all,-120.0724275,33.98700305
all,-120.0720585,33.98704645
all,-120.0724512,33.98708473
all,-120.0720212,33.98712069
all,-120.0725273,33.9871215
all,-120.0724837,33.9871355
all,-120.0724475,33.9871745
all,-120.0723918,33.98717876
all,-120.0725125,33.98718748
all,-120.0723294,33.98726156
all,-120.0726291,33.98726343
all,-120.0725624,33.98727636
all,-120.0717377,33.98733794
all,-120.0719135,33.98737876
all,-120.0716554,33.98740451
all,-120.0718478,33.98743921
all,-120.072572,33.98741664
all,-120.071781,33.98747964
all,-120.0720147,33.98751158
all,-120.0726251,33.98756005
all,-120.071845,33.98762591
all,-120.0745076,33.98759319
all,-120.0728383,33.98806414
all,-120.0728234,33.98818323
all,-120.0728978,33.98820303
all,-120.0726825,33.98820918
all,-120.0729584,33.98829011
all,-120.0729058,33.9883452
all,-120.0731704,33.98849798
all,-120.0751134,33.98897689
all,-120.0752149,33.98913481
all,-120.075295,33.98920657
all,-120.0755845,33.98942304
all,-120.0761531,33.98958755
all,-120.077072,33.98967474
all,-120.0759334,33.98976037
all,-120.0760329,33.98981682
all,-120.0762898,33.98984095
all,-120.0761729,33.98985621
all,-120.076774,33.98988176
all,-120.0769725,33.9905851
all,-120.0819236,33.99342721
all,-120.0625595,33.99391743
all,-120.080808,33.99596582
all,-120.0808124,33.99602128
all,-120.0807112,33.99604303
all,-120.0803244,33.99605677
all,-120.0808314,33.99608457
all,-120.0802765,33.99630855
all,-120.0801922,33.9964509
all,-120.0784485,33.99671173
all,-120.0785046,33.9967867
all,-120.0785582,33.99687484
all,-120.091517,34.00705837
all,-120.093311,34.01026568
all,-120.0952423,34.01430476
all,-6932.726296,-448044.3753
all,-7248.964322,-448040.6253
all,-6926.420632,-448031.0538
all,-6704.337557,-448021.2914
all,-6710.468619,-448010.8624
all,-6700.379047,-448001.4092
all,-6705.297415,-448000.765
all,-6681.000306,-447988.4787
all,-6672.1849,-447986.2374
all,-6679.748132,-447982.016
all,-6665.951917,-447980.4208
all,-6660.964018,-447976.5674
all,-6672.001843,-447975.7437
all,-6670.481691,-447966.5391
all,-5369.694131,-447932.1906
all,-6662.243429,-447956.2816
all,-6639.227591,-447955.7067
all,-6670.118634,-447956.3006
all,-6641.060689,-447952.1533
all,-6670.087654,-447952.0518
all,-6652.825834,-447950.5583
all,-6663.749889,-447947.9881
all,-6628.098732,-447942.7843
all,-6614.063871,-447939.4462
all,-6613.057691,-447934.9761
all,-6582.45713,-447929.3741
all,-6554.857651,-447921.6843
all,-6571.359317,-447887.7032
all,-6576.31079,-447886.0581
all,-6559.903099,-447882.7896
all,-6569.240758,-447873.0166
all,-6530.828212,-447854.6448
all,-6529.212504,-447846.4429
all,-6582.533781,-447678.6428
all,-6579.415878,-447668.2351
all,-6575.51909,-447661.1
all,-6578.116397,-447653.7744
all,-6691.146377,-447606.5873
all,-6657.051119,-447601.7997
all,-6693.329591,-447597.5255
all,-6653.5955,-447593.5669
all,-6700.355096,-447593.4421
all,-6696.329092,-447591.8923
all,-6692.984293,-447587.5688
all,-6687.831113,-447587.1007
all,-6698.983626,-447586.1243
all,-6682.061866,-447577.9201
all,-6709.756068,-447577.6913
all,-6703.584768,-447576.2628
all,-6627.377727,-447569.4901
all,-6643.621039,-447564.9492
all,-6619.767585,-447562.111
all,-6637.548376,-447558.2486
all,-6704.461497,-447560.702
all,-6631.373741,-447553.7695
all,-6652.956909,-447550.2101
all,-6709.361599,-447544.7906
all,-6637.27465,-447537.5409
all,-6883.29673,-447540.9801
all,-6729.017334,-447488.861
all,-6727.629598,-447475.6528
all,-6734.50213,-447473.4514
all,-6714.60853,-447472.785
all,-6740.093138,-447463.7881
all,-6735.226574,-447457.6814
all,-6759.664757,-447440.7158
all,-6939.15474,-447387.4541
all,-6948.514754,-447369.9309
all,-6955.905486,-447361.9647
all,-6982.636029,-447337.9323
all,-7035.158967,-447319.6427
all,-7120.056426,-447309.9025
all,-7014.84753,-447300.49
all,-7024.038,-447294.2209
all,-7047.770196,-447291.5248
all,-7036.971291,-447289.8418
all,-7092.509094,-447286.9625
all,-7110.779339,-447208.9323
all,-7567.969854,-446893.2983
all,-5778.839959,-446840.2856
all,-7464.657435,-446611.8001
all,-7465.059805,-446605.6474
all,-7455.708756,-446603.2431
all,-7419.969436,-446601.7498
all,-7466.805074,-446598.6265
all,-7415.517931,-446573.8249
all,-7407.715299,-446558.0427
all,-7246.592436,-446529.2452
all,-7251.770766,-446520.9247
all,-7256.720649,-446511.1442
all,-8452.870292,-445380.4878
all,-8618.241185,-445024.5604
all,-8796.191934,-444576.3522
